id,vendedor,tag_loja,avaliacoes,descricao,fl_item_ativo,link,produtos_a_venda,produtos_vendidos,tempo_medio_envio,no_enjoei_desde,anomesdia_particao
569,vany,"São Paulo, SP",(2 avaliações),"notebook positivo na cor preta, ideal para conserto ou retirada de peças. o aparelho não liga, necessita trocar a entrada de carregamento e a bateria segura pouca carga. funciona bem quando conectado ao carregador.",1,https://www.enjoei.com.br/p/notebook-positivo-preto-para-conserto-146248803?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=6&rspix=27,5,6,n/a,nov/2020,20260711
570,arthur,"Marília, SP",(68 avaliações),relógio digital de pulsocor chumboótimo estado de conservação e funcionamentojá com bateria,1,https://www.enjoei.com.br/p/relogio-digital-126027470?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=6&rspix=28,36,117,3 dias,set/2021,20260711
571,linda,loja em destaque,(108 avaliações),película de vidronunca usadacomprei errado,1,https://www.enjoei.com.br/p/pelicula-de-vidro-112825604?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=6&rspix=29,267,208,2 dias,dez/2020,20260711
572,tatiene,loja em destaque,(2 avaliações),"mouse sem fio de modo duplo, modelo ag-690, na cor azul. possui iluminação rgb e conectividade 2.4g e bluetooth. produto novo, nunca usado.",1,https://www.enjoei.com.br/p/mouse-sem-fio-ag-690-azul-luminoso-146237849?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=6&rspix=30,141,12,n/a,mai/2026,20260711
573,heloise,loja em destaque,(10 avaliações),"caixa de som bluetooth golden pro gp-312, na cor preta. acompanha cabo usb para carregamento e caixa original. compacta, prática e fácil de transportar. ideal para ouvir músicas em casa, no trabalho ou em passeios.",1,https://www.enjoei.com.br/p/caixa-de-som-golden-pro-gp-312-146135867?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=1,25,18,7 dias,nov/2025,20260711
574,alexandre,"São Paulo, SP",(89 avaliações),"celular samsung galaxy young plus gt-s6293t, na cor branca, com tv digital. o aparelho está funcionando perfeitamente, com a tela limpa e sem riscos. possui marcas de uso e a bateria não está segurando carga.",1,https://www.enjoei.com.br/p/celular-samsung-galaxy-young-plus-gt-s6293t-145726520?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=2,58,249,2 dias,out/2021,20260711
575,alexandre,"São Paulo, SP",(89 avaliações),suporte para celular articuladocor pretodetalhes das medidas ver fotosproduto dobrávelas fotos mostram as características do produto!visualizar,1,https://www.enjoei.com.br/p/suporte-para-celular-articulado-93826057?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=3,58,249,2 dias,out/2021,20260711
576,guilherme,"Peruíbe, SP",(0 avaliação),"iphone 11 com 32gb de armazenamento, na cor amarela. aparelho usado, mas em ótimas condições, com bateria de 72%. acompanha airpod usado de brinde, com 1:30 de duração por recarga.",1,https://www.enjoei.com.br/p/iphone-11-32gb-amarelo-146267695?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=4,1,0,n/a,jul/2026,20260711
577,jeferson,loja em destaque,(61 avaliações),"smartphone motorola moto g(6) play 32 gb e 3 de ram funcionando perfeitamente, sem trincos e sem arranhões, acompanha capinha.unica coisa que ele tem é nas laterais dele está um pouco aberto como podem ver nas fotos ,talvez pode ser que a bateria esteja estufando mas n sei certo,mas está funcionando sem problemas p enquanto.",1,https://www.enjoei.com.br/p/smartphone-motorola-moto-g6-play-leia-descricao-145977552?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=5,60,120,2 dias,ago/2020,20260711
578,gustavo,"goiânia, GO",(6 avaliações),"controle de portão eletrônico da marca zap, na cor preta. possui dois botões e clipe para prender. usado, mas em perfeito estado de funcionamento e com bateria.",1,https://www.enjoei.com.br/p/controle-de-portao-eletronico-zap-preto-144399456?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=6,22,8,4 dias,mai/2016,20260711
579,,,,,0,https://www.enjoei.com.br/p/crystalarmor-original-lacrada-pelicula-de-privacidade-iphone-15-pro-max-146315361?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=7,,,,,20260711
580,tatiene,loja em destaque,(2 avaliações),"fone de ouvido com fio, na cor branca, novo e nunca usado. possui conector lightning e microfone integrado. ideal para dispositivos apple.",1,https://www.enjoei.com.br/p/fone-de-ouvido-com-fio-branco-146238104?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=8,141,12,n/a,mai/2026,20260711
581,vinicius,"são paulo, SP",(2 avaliações),"câmera de ação tomate mt-5000, captura vídeos em 5k a 30fps e fotos de até 50mp com sensor cmos 386 de 13mp. possui estabilização eis com giroscópio de 6 eixos e rotação horizontal de 270°. conta com display lcd ips hd de 1,3"".",1,https://www.enjoei.com.br/p/camera-de-acao-tomate-mt-5000-5k-uhd-145543553?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=9,10,5,n/a,mai/2026,20260711
582,felipe,loja em destaque,(12 avaliações),"iphone se 2 na cor vermelha. aparelho usado, mas em ótimo estado, sem arranhões ou amassados. funciona com wifi. acompanha cabo usb-c.",1,https://www.enjoei.com.br/p/iphone-se-2-vermelho-wifi-145509471?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=10,53,42,4 dias,jan/2026,20260711
583,priscila,"Patrocínio, MG",(5 avaliações),"tablet samsung galaxy tab a9+ 11 64gb - 4gb ram android 13 octa core wi-fisem marcas de uso, quase não foi usado, praticamente novo.",1,https://www.enjoei.com.br/p/tablet-samsung-galaxy-a9-142934101?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=11,12,12,4 dias,set/2017,20260711
584,alexandre,"são paulo, SP",(207 avaliações),"console portátil30 jogos da sega (master system/game gear)usado, sem detalhes, apenas de uso, conforme fotosfunciona com 3 pilhas aaaé idêntico ao master system portátil lançado pela tec toy no brasil, esse é o modelo europeuesse é um aparelho que não come pilhatenho a nota fiscal, vai com a caixa, manual, pilhas e chave de fenda - cib",1,https://www.enjoei.com.br/p/master-system-game-gear-portatil-europeu-cib-completo-marca-atgames-usado-127568251?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=12,130,355,1 dia,out/2020,20260711
585,emanuella,loja em destaque,(19 avaliações),"celular samsung galaxy s21 fe na cor preta. aparelho usado, mas em bom estado de conservação. ideal para quem busca um smartphone de alta performance e design moderno.",1,https://www.enjoei.com.br/p/celular-samsung-galaxy-s21-fe-preto-146293344?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=13,50,37,3 dias,dez/2024,20260711
586,carlos,"Araxá, MG",(13 avaliações),"controle remoto original pioneer modelo cd-r33.ideal para reposição de aparelhos compatíveis.produto usado, com sinais normais de uso e conservação conforme fotos. botões íntegros e boa aparência geral.excelente opção para quem procura uma peça original pioneer com ótimo custo-benefício.",1,https://www.enjoei.com.br/p/controle-remoto-original-pioneer-cd-r33-som-dvd-multimidia-143945352?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=14,69,36,1 dia,jul/2022,20260711
587,maria,loja em destaque,(668 avaliações),"manual original de instruções do jogo star wars episode 1 racer para nintendo 64manual em português17 x 1133 páginasem perfeito estado de conservação, como novo",1,https://www.enjoei.com.br/p/manual-original-star-wars-episode-1-racer-nintendo-64-143843981?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=15,3 mil,2 mil,1 dia,jun/2016,20260711
588,alves,loja em destaque,(0 avaliação),"item físico conforme fotos, em bom estado.sem capa e manual (somente o disco)códigos, chaves ou seriais (quando existentes) podem já ter sido utilizados ou não estar disponíveis.instalação, leitura e compatibilidade dependem do sistema e da configuração do equipamento utilizado.produto de mídia antiga, destinado à coleção e preservação.",1,https://www.enjoei.com.br/p/f1-grand-prix-4-pc-144500441?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=1,896,5,n/a,fev/2026,20260711
589,alves,loja em destaque,(0 avaliação),"aventura que mistura elementos de rpg e ação em um universo de ficção científica inspirado na lenda do rei arthuro jogador enfrenta inimigos, explora diferentes ambientes e acompanha uma narrativa repleta de mistérios, desafios e acontecimentos que impulsionam a progressão da história e o desenvolvimento da jornada.",1,https://www.enjoei.com.br/p/cd-expert-excalibur-2555-a-d-pc-144887356?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=2,896,5,n/a,fev/2026,20260711
590,alves,loja em destaque,(0 avaliação),"cd-rom f1 2000 para pc windows, simulador oficial da fórmula 1 publicado pela ea sports.dispute a temporada de 2000 com equipes, pilotos, carros e circuitos licenciados, oferecendo física realista e diversos modos de corrida.excelente opção para colecionadores de jogos clássicos e apreciadores da mídia física.",1,https://www.enjoei.com.br/p/f1-2000-pc-146308971?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=3,896,5,n/a,fev/2026,20260711
591,alves,loja em destaque,(0 avaliação),"cd-rom nascar revolution para pc windows, simulador oficial da nascar desenvolvido pela stormfront studios e publicado pela electronic arts.dispute corridas com pilotos, equipes e circuitos licenciados em uma experiência realista.excelente opção para colecionadores de jogos clássicos de corrida e apreciadores da mídia física.",1,https://www.enjoei.com.br/p/nascar-revolution-pc-146301344?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=4,896,5,n/a,fev/2026,20260711
592,alves,loja em destaque,(0 avaliação),"windows 7 home premium é um sistema operacional clássico da microsoft, conhecido por sua estabilidade, leveza e interface intuitiva. muito popular em pcs domésticos, é ideal para colecionadores ou uso específico.- completo, original e em bom estado.observação:licença única. código de ativação não pode ser reutilizado se já usado.",1,https://www.enjoei.com.br/p/windows-7-home-premium-pc-146230561?action_source=seller_highlighted&rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=5,896,5,n/a,fev/2026,20260711
593,caravana,loja em destaque,(5 avaliações),"kit 6 capas samsung s20 fe - 6 cores lisas (lilás, preta, azul, rosé, rosa e azul claro)",1,https://www.enjoei.com.br/p/kit-6-capas-samsung-s20-fe-cores-lisas-146198405?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=16,52,38,1 dia,jun/2025,20260711
594,leticia,"são josé do rio preto, SP",(69 avaliações),"iphone 7 plus na cor rose, em bom estado de conservação.saúde da bateria: 72%acompanha carregadornunca teve peças trocadas (100% original)tela em perfeito estado, sem trincas ou rachadurasapenas marcas leves de uso na carcaça, compatíveis com o tempo de utilização",1,https://www.enjoei.com.br/p/iphone-7-plus-128gb-rosa-145690288?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=17,22,124,1 dia,mai/2022,20260711
595,priscila,"Capão da Canoa, RS",(4 avaliações),"iphone se de 1ª geração, acompanha:- caixa praticamente nova!- estojo de fones em estado novo, nunca usado!- carregador original em bom estadoobs: a pelicula possui pequena marca apenas, no mais está em estado novo!",1,https://www.enjoei.com.br/p/iphone-se-1a-geracao-com-caixa-estojo-de-fones-e-carregador-original-145291131?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=18,7,9,3 dias,mai/2021,20260711
596,alexandre,"São Paulo, SP",(89 avaliações),atenção leia o anúncio antes de iniciar sua compra controle real funcionando não tem tampa traseiratudo funcionando perfeitamente.atenção leia o anúncio antes de iniciar sua compra,1,https://www.enjoei.com.br/p/controle-real-053a-132398817?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=19,58,249,2 dias,out/2021,20260711
597,,,,,0,https://www.enjoei.com.br/p/meta-quest-3s-128gb-145454410?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=20,,,,,20260711
598,johnny,"Brasília, DF",(4 avaliações),"iphone 15 128gb em perfeito estado de conservação, acompanha caixa e todos os acessórios originaisaparelho usado por menos de 1 ano e com garantia ativa até setembrosaúde da bateria em 91%",0,https://www.enjoei.com.br/p/iphone-15-128gb-verde-146025591?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=21,5,6,2 dias,nov/2023,20260711
599,savanah,loja em destaque,(2 avaliações),"modelador de cabelo triondas na cor dourada, novo, com 25mm de diâmetro. voltagem de 110-240v, ideal para criar ondas perfeitas e duradouras. acompanha manual de instruções.",1,https://www.enjoei.com.br/p/modelador-de-cabelo-triondas-dourado-25mm-146267655?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=22,24,5,n/a,abr/2026,20260711
600,lucca,"Belo Horizonte, MG",(5 avaliações),"celular samsung galaxy a03 core (sm-a032m) na cor azul. sistema android 13 atualizado, com tela grande e confortável para navegar e assistir vídeos. bateria com ótima duração para o dia todo. tela intacta e funcionando 100%, sem travamentos nas funções básicas.",1,https://www.enjoei.com.br/p/celular-samsung-galaxy-a03-core-azul-146248767?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=23,5,7,2 dias,mar/2020,20260711
601,daniel,"Nova Aliança, SP",(33 avaliações),"smartwatch bml bw9 ultra2 mini na cor preta, compatível com android e apple. o relógio está em ótimo estado de conservação, ideal para o dia a dia e atividades físicas.",1,https://www.enjoei.com.br/p/smartwatch-bml-bw9-ultra2-mini-preto-145545985?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=24,14,66,1 dia,set/2022,20260711
602,gislaine,"campinas, SP",(2 avaliações),"câmera fotográfica mitsuca pc-661, modelo antigo, em ótimo estado de conservação. acompanha case de proteção. ideal para colecionadores ou amantes da fotografia analógica.",1,https://www.enjoei.com.br/p/camera-fotografica-mitsuca-pc-661-146298615?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=25,21,3,n/a,jul/2016,20260711
603,tatiene,loja em destaque,(2 avaliações),"cofre desafio para juntar dez mil reais, método japonês de guardar dinheiro. junte cédulas e moedas. cofre em mdf de montar, nunca foi usado. recomenda-se usar cola de madeira para fixar as peças. para montar, encaixe todas as peças e o fundo por último. medidas : 22x14,5cm",1,https://www.enjoei.com.br/p/cofre-desafio-10-mil-reais-mdf-146297047?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=26,141,12,n/a,mai/2026,20260711
604,tamy,"Santa Rita do Passa Quatro, SP",(1 avaliação),"tripé versátil para celular ou câmera, ideal para fotos e vídeos estáveis. possui suporte ajustável para celular e é compatível com a maioria das câmeras. leve e fácil de transportar, perfeito para criadores de conteúdo e entusiastas da fotografia.",1,https://www.enjoei.com.br/p/tripe-para-celular-ou-camera-146248762?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=27,9,2,n/a,jan/2026,20260711
605,marcela,loja em destaque,(53 avaliações),"prancha alisadora mondial by juliette, bivolt. usada poucas vezes e em perfeito estado. ideal para alisar os cabelos com praticidade e eficiência.",1,https://www.enjoei.com.br/p/prancha-alisadora-mondial-by-juliette-bivolt-146198400?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=28,34,101,2 dias,nov/2020,20260711
606,rg,"Petrópolis, RJ",(13 avaliações),"câmera profissional canon eos r100 na cor preta, pouquíssimo usada. acompanha lente canon rf-s 18-45mm f/4.5-6.3 is stm, alça e tampas de proteção. acessórios originais com o carregador original e cartao sandisk original de 128gb. maquina usada menos de 3 meses. nao sei quantos cliques, nao sei ver. motivo da venda: compra de uma plotter",1,https://www.enjoei.com.br/p/camera-canon-eos-r100-preta-145706267?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=29,33,19,1 dia,jul/2021,20260711
607,alexandre,"são paulo, SP",(207 avaliações),"jogo streets of rage iipara master systemoriginal 100%completo: cartucho, estojo, encarte e capa/arteapesar de completo, o serial do manual não bate com o do cartucho, por isso que não é cibfunciona 100%#mastersystem #tectoy #streetsofrage #sega #retrogame #colecionador #anos90 #beatemup #jogovintage #mastersystembrasil #classicgaming",1,https://www.enjoei.com.br/p/streets-of-rage-ii-para-master-system-completo-ver-descricao-nao-e-cib-137633255?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=7&rspix=30,130,355,1 dia,out/2020,20260711
608,alex,loja em destaque,(917 avaliações),"câmera fotográfica samsung maxima 15dlx na cor prata. um modelo clássico para registrar momentos. em teste com pilhas o motor funcionou, sem demais testes. no estado das fotos.",1,https://www.enjoei.com.br/p/camera-samsung-maxima-15dlx-prata-146232515?rsid=8bf284bc-febe-48b5-91e4-596206b91c94-1783610354333&rsp=8&rspix=1,576,2 mil,1 dia,jun/2022,20260711
